,accession,gene_symbol,pred_prob,raw_prob,soft_label,hard_label,mRNA
1863,P0C025,NUDT17,0.54062176,0.598841341,0.315874268,,3.001932661
1864,P0C091,FREM3,0.2988356,0.266768363,0.264715701,0.0,0.0
1865,P0C0L4,C4A,0.9528321,0.960221486,0.999097715,1.0,0.0
1866,P0C0L5,C4B; C4B_2,0.96003,0.960221486,0.999101631,1.0,0.0
1867,P0C0S5,H2AZ1,0.9738722,0.999999803,0.999999942,1.0,6.902065556
1868,P0C0S8,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,0.9722962,0.999992972,0.999999999,1.0,0.0
1869,P0C221,CCDC175,0.24689852,0.131253965,0.309015238,,0.0
1870,P0C604,OR4A8,0.1510068,0.13019107,0.0,0.0,0.0
1871,P0C623,OR4Q2,0.43959415,0.542844649,0.146179512,0.0,0.0
1872,P0C6A0,ZGLP1,0.43084717,0.35281942,0.306665284,,0.814803638
1873,P0C7H9,USP17L7,0.18573555,0.130775692,0.202584429,0.0,0.0
1874,P0C7I0,USP17L8,0.13517813,0.21438974,0.382565687,,0.0
1875,P0C7N4,TMEM191B,0.34577733,0.508802278,0.47720406,,1.119549977
1876,P0C7P1,RBMY1D,0.16733268,0.168067669,0.411683526,,0.0
1877,P0C7P3,SLFN14,0.52014506,0.341057017,0.353241567,,0.148283354
1878,P0C7T5,ATXN1L,0.29511192,0.135287232,0.363875448,,2.897115821
1879,P0C7T7,FRMD6-AS1,0.63714236,0.804240249,0.029909593,0.0,0.0
1880,P0C7U9,FAM87A,0.18061833,0.19575538,0.180042844,0.0,0.079327933
1881,P0C7V4,FAM90A15P,0.19896588,0.230438058,0.321425367,,0.0
1882,P0C7V6,SUPT20HL2,0.22881748,0.280340197,0.196632911,0.0,0.0
1883,P0C7W8,FAM90A13P,0.19896588,0.230438058,0.321425367,,0.0
1884,P0C7W9,FAM90A14,0.19896588,0.230438058,0.367807866,,0.0
1885,P0C7X0,FAM90A24P,0.19896588,0.230438058,0.203681,0.0,0.0
1886,P0C851,PIRT,0.23296247,0.304866512,0.072770788,0.0,0.042172508
1887,P0C860,MSL3P1,0.42658076,0.528049819,0.251247071,0.0,1.98291023
1888,P0C862,C1QTNF9,0.28246987,0.130625477,0.097894637,0.0,0.042838648
1889,P0C869,PLA2G4B,0.43655825,0.289356789,0.599660926,,1.31479254
1890,P0C881,RSPH10B,0.20942074,0.142402072,0.50827478,,0.007423725
1891,P0CAP1,MYZAP,0.75363684,0.745569298,0.800198324,1.0,0.405623159
1892,P0CAP2,POLR2M,0.6521215,0.532512851,0.354615728,,1.062118864
1893,P0CB33,ZNF735,0.18916658,0.2123706,0.291848609,0.0,0.0
1894,P0CF51,TRGC1,0.28255025,0.357041716,0.083774169,0.0,0.195266044
1895,P0CF74,IGLC6,0.9739758,0.999999931,0.997367467,1.0,0.0
1896,P0CF97,FAM200B,0.32895753,0.248982241,0.388637688,,2.925849023
1897,P0CG00,ZSCAN5DP,0.6136537,0.765812613,0.480734644,,0.0
1898,P0CG04,IGLC1,0.9739758,0.999999944,0.999253084,1.0,0.0
1899,P0CG12,DERPC,0.22093648,0.267812428,0.422585145,,0.0
1900,P0CG22,DHRS4L1,0.48037466,0.589844599,0.674637777,,0.022983074
1901,P0CG31,ZNF286B,0.15826215,0.147619179,0.125718697,0.0,0.303637626
1902,P0CG33,GOLGA6D,0.26482195,0.333127889,0.367331002,,0.025598204
1903,P0CG38,POTEI,0.97699386,1.0,0.999999999,1.0,0.058494129
1904,P0CG39,POTEJ,0.959597,0.999999999,0.999999999,1.0,0.0
1905,P0CG41,CTAGE8,0.61761767,0.772057565,0.999923083,1.0,0.0
1906,P0CG47,UBB,0.9739758,1.0,1.0,1.0,7.643054566
1907,P0CG48,UBC,0.9738699,1.0,1.0,1.0,7.765516533
1908,P0CJ78,ZNF865,0.15099488,0.130161611,0.300949895,,3.900889124
1909,P0CJ85,DUX4L2,0.19816552,0.228998285,0.50452262,,0.0
1910,P0CJ86,DUX4L3,0.16610885,0.165388008,0.50452262,,0.0
1911,P0CJ87,DUX4L4,0.16610885,0.165388008,0.411658112,,0.0
1912,P0CJ88,DUX4L5,0.16610885,0.165388008,0.50452262,,0.0
1913,P0CJ89,DUX4L6,0.16610885,0.165388008,0.50452262,,0.0
1914,P0CJ90,DUX4L7,0.16610885,0.165388008,0.50452262,,0.0
1915,P0CJ92,GOLGA8H,0.23289792,0.286670322,0.416304618,,0.024212403
1916,P0CK97,SLC35E2A,0.56449586,0.694634765,0.171052925,0.0,1.75239843
1917,P0CV99,TSPY4,0.67193377,0.868967513,0.396939032,,0.0
1918,P0CW23,AKAIN1,0.4027734,0.501038945,0.091709637,0.0,0.0
1919,P0CW24,PNMA6A,0.3145723,0.154095965,0.385831907,,0.994983587
1920,P0CW27,CCDC166,0.47052595,0.251997352,0.241169704,0.0,0.0
1921,P0DI81,TRAPPC2,0.9646582,0.917809136,0.628568397,,2.803493147
1922,P0DI82,TRAPPC2B,0.6944635,0.917809136,0.628568397,,3.754803638
1923,P0DJ07,PET100,0.9593513,0.998608194,0.679332361,,5.036753754
1924,P0DJD0,RGPD1,0.7920292,0.556735755,0.926536755,1.0,0.0
1925,P0DJD1,RGPD2,0.816529,0.556735755,0.926536755,1.0,0.087560622
1926,P0DJD3,RBMY1A1,0.16733268,0.168067669,0.411683526,,0.0
1927,P0DJD4,RBMY1C,0.16733268,0.168067669,0.411683526,,0.0
1928,P0DJH9,RD3L,0.79287136,0.94769262,0.140875471,0.0,0.0
1929,P0DJI8,SAA1,0.9353255,0.946481642,0.679539293,,0.490676492
1930,P0DJI9,SAA2,0.9062919,0.927736137,0.654174473,,0.068800166
1931,P0DJJ0,SRGAP2C,0.93658835,0.948812706,0.773265259,1.0,0.492819428
1932,P0DKV0,SPATA31C1,0.15353084,0.136371398,0.376826966,,0.0
1933,P0DKX0,ZNF728,0.17071259,0.175348862,0.20471194,0.0,0.0
1934,P0DL12,SMIM17,0.63446844,0.799681765,0.248358911,0.0,0.0
1935,P0DME0,SETSIP,0.9783136,0.999999673,0.999994151,1.0,1.19346637
1936,P0DMM9,SULT1A3,0.9493293,0.999844349,0.833225419,1.0,0.722192281
1937,P0DMN0,SULT1A4,0.973971,0.999844349,0.833225419,1.0,0.0
1938,P0DMP2,SRGAP2B,0.97229326,0.948812706,0.783154638,1.0,0.197231611
1939,P0DMQ9,C8orf89,0.16885601,0.171370737,0.363760624,,0.0
1940,P0DMR1,HNRNPCL4,0.9739758,0.999999808,0.999999959,1.0,0.0
1941,P0DMS8,ADORA3,0.34090593,0.429612436,0.10259141,0.0,1.098664751
1942,P0DMS9,TMIGD3,0.25051025,0.162508493,0.789229856,1.0,0.265880009
1943,P0DMT0,MRLN,0.4726633,0.580847877,0.0,0.0,0.114829356
1944,P0DMU7,CT45A6,0.19579482,0.224697426,0.180562754,0.0,0.0
1945,P0DMU8,CT45A5,0.15881379,0.224697426,0.180562754,0.0,0.0
1946,P0DMU9,CT45A10,0.13417342,0.224697426,0.138919094,0.0,0.0
1947,P0DMV0,CT45A7,0.19579482,0.224697426,0.180562754,0.0,0.0
1948,P0DMV1,CT45A8,0.19579482,0.224697426,0.319854089,,0.0
1949,P0DMV2,CT45A9,0.19579482,0.224697426,0.319854089,,0.0
1950,P0DMV8,HSPA1A,0.97558945,0.999999998,0.999999994,1.0,0.0
1951,P0DMV9,HSPA1B,0.9739758,0.999999998,0.999999994,1.0,0.125471638
1952,P0DN26,PPIAL4F,0.9739067,0.997723839,0.714242427,1.0,0.0
1953,P0DN80,OR5H8,0.23011428,0.282362988,0.081494527,0.0,0.0
1954,P0DN82,OR12D1,0.36377248,0.456396263,0.122828341,0.0,0.0
1955,P0DOY2,IGLC2,0.9739758,0.999999944,0.999253084,1.0,4.523962681
1956,P0DOY3,IGLC3,0.9739758,0.999999944,0.999253084,1.0,3.521409602
1957,P0DP02,IGHV3-30-3,0.9739618,0.999539304,0.743498413,1.0,0.0
1958,P0DP03,IGHV3-30-5,0.97397524,0.99998336,0.733268905,1.0,0.0
1959,P0DP04,IGHV3-43D,0.9479377,0.999923363,0.559038036,,0.0
1960,P0DP07,IGHV4-31,0.21945322,0.265407491,0.238880446,0.0,0.0
1961,P0DP23,CALM1,0.9739758,1.0,1.0,1.0,5.620505362
1962,P0DP24,CALM2,0.9739758,1.0,1.0,1.0,5.587356295
1963,P0DP25,CALM3,0.9739758,1.0,1.0,1.0,5.980107779
1964,P0DP91,ERCC6,0.5445962,0.668377763,0.524821622,,1.060285932
1965,P0DPA2,VSIG8,0.21136132,0.144726524,0.269570019,0.0,0.077561745
1966,P0DPD6,ECE2,0.2578991,0.323461866,0.382405551,,2.603374108
1967,P0DPD7,EEF1AKMT4,0.44363335,0.547449289,0.377499938,,0.0
1968,P0DPD8,EEF1AKMT4-ECE2,0.4675933,0.323461866,0.589333839,,0.0
1969,P0DPF3,NBPF9,0.6754209,0.518889464,0.625811124,,1.390813193
1970,P0DPH7,TUBA3C,0.9737259,1.0,1.0,1.0,0.0
1971,P0DPH8,TUBA3D,0.9739758,1.0,1.0,1.0,0.0
1972,P0DPI2,GATD3,0.9774606,0.999902136,0.999999118,1.0,0.209460091
1973,P0DPK5,H3Y2,0.16281177,0.158048917,0.174783884,0.0,0.0
1974,P0DQW0,ZC3H11C,0.6220916,0.77921668,0.633924065,,0.0
1975,P0DTA3,SPDYE11,0.16346231,0.159511115,0.28081311,0.0,0.0
1976,P0DTL6,ZFTRAF1,0.40863174,0.507688416,0.510075009,,3.80703449
1977,P0DUD1,SPDYE8,0.16346231,0.159511115,0.28081311,0.0,0.0
1978,P0DUD2,SPDYE17,0.16346231,0.159511115,0.28081311,0.0,0.0
1979,P0DUD3,SPDYE14,0.16346231,0.159511115,0.323310147,,0.0
1980,P0DUD4,SPDYE15,0.16346231,0.159511115,0.323310147,,0.0
1981,P0DUX0,SPDYE10,0.16346231,0.159511115,0.28081311,0.0,0.0
1982,P0DUX1,SPDYE12,0.16346231,0.159511115,0.28081311,0.0,0.0
1983,P0DV73,FAM90A16,0.1549491,0.139788023,0.355138754,,0.0
1984,P0DV74,FAM90A17,0.1549491,0.139788023,0.355138754,,0.0
1985,P0DV75,FAM90A18,0.19896588,0.230438058,0.458682118,,0.0
1986,P0DV76,FAM90A19,0.19896588,0.230438058,0.458682118,,0.0
1987,P0DV79,SPDYE18,0.16346231,0.159511115,0.316145986,,0.153463255
1988,P10070,GLI2,0.35671124,0.238414715,0.473898848,,0.027109549
1989,P10071,GLI3,0.27972785,0.168816873,0.442144212,,0.020861407
1990,P10082,PYY,0.487578,0.654522218,0.0,0.0,0.038265685
1991,P10114,RAP2A,0.97351146,0.999984786,0.999998455,1.0,2.394061616
1992,P10144,GZMB,0.4661298,0.277178519,0.193411739,0.0,3.310398488
1993,P10153,RNASE2,0.9557638,0.999999485,0.284912607,0.0,4.730495995
1994,P10155,RO60,0.9763983,0.999692265,0.926561459,1.0,2.410115122
1995,P10244,MYBL2,0.47045574,0.263225376,0.280908061,0.0,3.865431301
1996,P10253,GAA,0.9556125,0.900449326,0.987869769,1.0,3.288642401
1997,P10265,ERVK-10,0.47704792,0.585955363,0.0,0.0,0.0
1998,P10266,ERVK-10,0.15571831,0.141624784,0.331794235,,0.0
1999,P10275,AR,0.7399882,0.665378392,0.485352134,,0.005392989
2000,P10301,RRAS,0.9101209,0.794891189,0.999258181,1.0,5.099913619
2001,P10321,HLA-C,0.9631487,0.999993578,0.999999813,1.0,5.194981945
2002,P10398,ARAF,0.61088276,0.252607398,0.415375004,,5.077411298
2003,P10412,H1-4,0.9758503,0.999993551,0.85640789,1.0,5.012930512
2004,P10415,BCL2,0.9237278,0.877810029,0.595735127,,0.319203603
2005,P10515,DLAT,0.9754308,0.990771395,0.98989219,1.0,2.44730752
2006,P10586,PTPRF,0.5652676,0.410465924,0.755213274,1.0,3.824208942
2007,P10588,NR2F6,0.4544661,0.509422893,0.421763518,,4.795256986
2008,P10599,TXN,0.97602874,0.999999829,0.999996883,1.0,5.689358357
2009,P10606,COX5B,0.976108,0.999991517,0.940625676,1.0,6.526871493
2010,P10619,CTSA,0.95118207,0.879778015,0.85711801,1.0,5.865950242
2011,P10620,MGST1,0.8751776,0.689185389,0.999763341,1.0,1.654051369
2012,P10632,CYP2C8,0.61560607,0.535371983,0.30918,,0.236831159
2013,P10635,CYP2D6,0.20609838,0.243008813,0.442532278,,1.307337311
2014,P10636,MAPT,0.9601644,0.886280773,0.370968637,,0.0
2015,P10643,C7,0.57853174,0.713930096,0.479354109,,0.017744073
2016,P10644,PRKAR1A,0.97488326,0.999999938,0.991567454,1.0,3.400040656
2017,P10696,ALPG,0.35045835,0.202605418,0.296098582,0.0,4.966574868
2018,P10721,KIT,0.9512457,0.984103791,0.706620227,1.0,0.069984852
2019,P10745,RBP3,0.42119813,0.374858557,0.349402047,,0.0
2020,P10768,ESD,0.9774849,0.999860827,0.983026411,1.0,3.125747039
2021,P10809,HSPD1,0.9739758,1.0,1.0,1.0,5.251616798
2022,P10909,CLU,0.52877736,0.319168961,0.903653287,1.0,5.465537162
2023,P10916,MYL2,0.9573718,0.912670769,0.408555868,,0.0
2024,P11021,HSPA5,0.97423345,0.999999939,0.999999992,1.0,8.667339523
2025,P11047,LAMC1,0.54845124,0.285590832,0.317056233,,2.243881273
2026,P11055,MYH3,0.67834187,0.489785898,0.784173665,1.0,0.647875913
2027,P11117,ACP2,0.9734674,0.983618646,0.99833531,1.0,3.584115928
2028,P11137,MAP2,0.84864634,0.847790798,0.790013078,1.0,0.08520509
2029,P11142,HSPA8,0.9739758,1.0,1.0,1.0,7.242253538
2030,P11150,LIPC,0.21696621,0.130002567,0.284981368,0.0,0.291084384
2031,P11166,SLC2A1,0.96221304,0.973395439,0.697560847,,5.175386038
2032,P11169,SLC2A3,0.9580439,0.968875802,0.579223613,,4.405839006
2033,P11171,EPB41,0.9697067,0.950522438,0.729449488,1.0,1.296939381
2034,P11172,UMPS,0.7395589,0.501266074,0.959372283,1.0,3.163582288
2035,P11177,PDHB,0.9770164,0.999988946,0.999999397,1.0,4.014440712
2036,P11215,ITGAM,0.9739745,0.999958609,0.882362772,1.0,2.143255224
2037,P11216,PYGB,0.97535986,0.982943982,0.999994455,1.0,4.104964318
2038,P11217,PYGM,0.77935827,0.527472973,0.997099048,1.0,1.462713853
2039,P11226,MBL2,0.31488127,0.150826256,0.215032296,0.0,0.0
2040,P11229,CHRM1,0.5586954,0.686857394,0.133703718,0.0,0.04997145
2041,P11233,RALA,0.975933,0.988690183,0.857100295,1.0,2.650891208
2042,P11234,RALB,0.9633809,0.868949425,0.998858023,1.0,2.553697203
2043,P11274,BCR,0.75138366,0.424898576,0.713836752,1.0,2.536228723
2044,P11277,SPTB,0.5557103,0.682896184,0.849942297,1.0,0.049116039
2045,P11279,LAMP1,0.9744864,0.999817382,0.999994838,1.0,4.310583461
2046,P11310,ACADM,0.9717307,0.999461115,0.99996824,1.0,1.462909898
2047,P11362,FGFR1,0.9558935,0.996645579,0.838126837,1.0,0.779920187
2048,P11387,TOP1,0.53733534,0.17153334,0.927831366,1.0,3.429130399
2049,P11388,TOP2A,0.97070235,0.99734911,0.798393758,1.0,4.610305525
2050,P11413,G6PD,0.97409874,0.999992305,0.999984585,1.0,4.520782707
2051,P11441,UBL4A,0.975404,0.990454353,0.556145403,,5.259501432
2052,P11487,FGF3,0.24119867,0.163452728,0.028170978,0.0,0.0
2053,P11488,GNAT1,0.951491,0.999999463,0.999995345,1.0,0.43996704
2054,P11498,PC,0.1540996,0.137746417,0.747765593,1.0,1.249805883
2055,P11509,CYP2A6,0.31350592,0.142530714,0.305654178,,0.047554653
2056,P11532,DMD,0.89826185,0.815520714,0.920832649,1.0,0.084952118
2057,P11586,MTHFD1,0.97397566,0.99999767,0.997742345,1.0,3.208832873
2058,P11678,EPX,0.95811933,0.999999907,0.790238781,1.0,0.026661523
2059,P11684,SCGB1A1,0.64632046,0.762940715,0.0,0.0,0.0
2060,P11712,CYP2C9,0.5956867,0.491440544,0.308819611,,0.839168156
2061,P11717,IGF2R,0.9681226,0.948230781,0.854581603,1.0,2.144044287
2062,P11766,ADH5,0.97437346,0.999999394,0.85449379,1.0,3.519303239
2063,P11802,CDK4,0.54467976,0.271183197,0.714443704,1.0,5.154399971
2064,P11836,MS4A1,0.6492465,0.657441392,0.519448957,,0.836702405
2065,P11844,CRYGA,0.16296218,0.173371476,0.1390998,0.0,0.0
2066,P11908,PRPS2,0.976771,0.99948154,0.994342935,1.0,3.132468878
2067,P11940,PABPC1,0.9780266,0.999999891,1.0,1.0,6.421553236
2068,P12004,PCNA,0.9741442,0.9999813,0.999981843,1.0,5.175802901
2069,P12035,KRT3,0.9686557,0.999986989,0.986777126,1.0,0.050971281
2070,P12036,NEFH,0.96089166,0.999968691,0.804899509,1.0,0.489947301
2071,P12081,HARS1,0.9763821,0.998224543,0.968873613,1.0,4.039379981
2072,P12107,COL11A1,0.3467867,0.209247308,0.558648124,,0.0
2073,P12110,COL6A2,0.9372464,0.8824325,0.507563931,,1.753310954
2074,P12111,COL6A3,0.7014368,0.519228191,0.785819714,1.0,0.186318133
2075,P12235,SLC25A4,0.9749741,0.999982059,0.999856911,1.0,2.74153214
2076,P12236,SLC25A6,0.97743726,0.999995003,0.999997342,1.0,6.509250549
2077,P12259,F5,0.7754732,0.688050769,0.62093376,,2.514887547
2078,P12268,IMPDH2,0.9776144,0.996860772,0.951059016,1.0,6.039366796
2079,P12270,TPR,0.97765744,0.997765277,0.998735854,1.0,3.659341489
2080,P12271,RLBP1,0.563062,0.692702111,0.686733083,,0.0
2081,P12277,CKB,0.8389765,0.512542335,0.490131946,,4.002885892
2082,P12314,FCGR1A,0.45556352,0.314651415,0.669830201,,2.657535951
2083,P12318,FCGR2A,0.9510557,0.928853718,0.985489602,1.0,3.091666603
2084,P12429,ANXA3,0.97763914,0.999999976,0.999958137,1.0,2.923837828
2085,P12532,CKMT1A; CKMT1B,0.8398367,0.670406261,0.863696878,1.0,0.0
2086,P12544,GZMA,0.9326403,0.915432427,0.523037232,,1.295623247
2087,P12643,BMP2,0.20825723,0.133274338,0.352805683,,3.762828732
2088,P12724,RNASE3,0.95549434,0.999999634,0.33519334,,1.421522723
2089,P12755,SKI,0.76725763,0.660292537,0.389657803,,2.140129264
2090,P12757,SKIL,0.27685684,0.154983875,0.52910505,,3.213692285
2091,P12814,ACTN1,0.97825605,1.0,1.0,1.0,3.076239001
2092,P12821,ACE,0.65063244,0.654623358,0.571702239,,2.172246594
2093,P12882,MYH1,0.63952273,0.370696445,0.819309491,1.0,0.0
2094,P12883,MYH7,0.5597636,0.325215987,0.663373657,,0.0
2095,P12931,SRC,0.9028238,0.852919778,0.856831617,1.0,3.711453329
2096,P12955,PEPD,0.964529,0.913984469,0.982935179,1.0,1.450882821
2097,P12956,XRCC6,0.9769638,0.999999142,0.999999201,1.0,5.102831839
2098,P13010,XRCC5,0.9767727,0.999999986,0.999999998,1.0,3.498717914
2099,P13056,NR2C1,0.3020767,0.233358608,0.413459213,,2.808383204
2100,P13073,COX4I1,0.9764149,0.999999996,0.999999545,1.0,6.312670176
2101,P13164,IFITM1,0.9739758,0.999999987,0.857127888,1.0,3.013272875
2102,P13196,ALAS1,0.5395121,0.255202867,0.35468649,,3.752962444
2103,P13284,IFI30,0.9709473,0.999999844,0.999999782,1.0,3.089904831
2104,P13473,LAMP2,0.84574366,0.598423937,0.958790402,1.0,3.32208671
2105,P13489,RNH1,0.97660166,0.999999974,0.999999526,1.0,0.146530595
2106,P13498,CYBA,0.97501266,0.996481806,0.85628825,1.0,6.253899393
2107,P13533,MYH6,0.5528165,0.325215987,0.740067011,1.0,0.049906558
2108,P13535,MYH8,0.5662228,0.325215987,0.81470969,1.0,0.0
2109,P13569,CFTR,0.78561336,0.632733971,0.738239056,1.0,0.579463847
2110,P13591,NCAM1,0.9331769,0.947696405,0.604265667,,0.016824041
2111,P13598,ICAM2,0.7021551,0.634275152,0.113526518,0.0,1.186203934
2112,P13611,VCAN,0.4978589,0.271844498,0.77368963,1.0,3.249291289
2113,P13612,ITGA4,0.33860287,0.129862975,0.682444856,,0.997617231
2114,P13637,ATP1A3,0.9637544,0.999428657,0.99999594,1.0,0.441389107
2115,P13639,EEF2,0.9757304,0.999999848,0.999999978,1.0,7.915897738
2116,P13645,KRT10,0.9712951,0.999999409,0.986819606,1.0,4.463470315
2117,P13646,KRT13,0.9688693,0.999999174,0.99999951,1.0,2.111709006
2118,P13647,KRT5,0.9598906,0.999998727,0.999848448,1.0,1.611471081
2119,P13667,PDIA4,0.9739754,0.999989734,0.999999345,1.0,6.162593038
2120,P13674,P4HA1,0.9752763,0.999865237,0.999765629,1.0,2.799421208
2121,P13686,ACP5,0.9739754,0.999988742,0.697500912,,3.030843107
2122,P13688,CEACAM1,0.9625063,0.992257528,0.939180217,1.0,3.346755178
2123,P13693,TPT1,0.97808665,0.999999971,0.999985962,1.0,7.956561202
2124,P13716,ALAD,0.9739517,0.997635135,0.996708911,1.0,3.215497143
2125,P13725,OSM,0.30505633,0.234975385,0.046126001,0.0,2.831605817
2126,P13727,PRG2,0.96724945,0.999999939,0.407727959,,0.714387393
2127,P13747,HLA-E,0.96543705,0.999986416,0.999955685,1.0,0.0
2128,P13762,HLA-DRB4,0.97397,0.999809832,0.733856876,1.0,0.0
2129,P13796,LCP1,0.97800696,1.0,0.999999996,1.0,2.594163738
2130,P13797,PLS3,0.9770508,0.999999998,0.999998731,1.0,2.804022727
2131,P13798,APEH,0.9742477,0.999937559,0.959569123,1.0,4.694390407
2132,P13804,ETFA,0.976311,0.999999985,0.999999984,1.0,2.306963154
2133,P13807,GYS1,0.9655444,0.926808513,0.981156321,1.0,4.027619817
2134,P13861,PRKAR2A,0.97341746,0.999990678,0.999970668,1.0,2.647230768
2135,P13929,ENO3,0.97455096,1.0,0.99999967,1.0,3.025775312
2136,P13942,COL11A2,0.56011415,0.450588531,0.651237707,,0.0
2137,P13984,GTF2F2,0.67713636,0.353596267,0.361942803,,1.328276266
2138,P13987,CD59,0.97358024,0.987181524,0.999998101,1.0,3.669653802
2139,P14060,HSD3B1,0.4459384,0.243647187,0.375520291,,0.0
2140,P14136,GFAP,0.97397023,0.999817944,0.999999891,1.0,0.275625216
2141,P14174,MIF,0.9754543,0.999998803,0.999999157,1.0,1.432251509
2142,P14207,FOLR2,0.5302583,0.459865645,0.811698751,1.0,2.87858182
2143,P14210,HGF,0.5401582,0.441454344,0.316315118,,0.140356916
2144,P14314,PRKCSH,0.97627467,0.999999893,0.999999948,1.0,5.622544308
2145,P14317,HCLS1,0.9759637,0.99985408,0.972180018,1.0,3.183176109
2146,P14324,FDPS,0.97355855,0.998526775,0.999973462,1.0,4.381934083
2147,P14384,CPM,0.62162876,0.778470453,0.874035988,1.0,1.691956201
2148,P14406,COX7A2,0.9766361,1.0,0.999999982,1.0,4.372768673
2149,P14410,SI,0.47868,0.272959897,0.315106693,,0.298499719
2150,P14543,NID1,0.5443309,0.407006125,0.30839581,,0.062077856
2151,P14550,AKR1A1,0.977099,0.998019583,0.9871968,1.0,4.037697253
2152,P14598,NCF1,0.9730727,0.999608809,0.711466342,1.0,2.818875697
2153,P14616,INSRR,0.35824454,0.217552723,0.286847264,0.0,0.017498284
2154,P14618,PKM,0.9763001,1.0,1.0,1.0,6.442353087
2155,P14625,HSP90B1,0.97656244,0.999999999,1.0,1.0,6.799807525
2156,P14649,MYL6B,0.97490704,0.999938465,0.999251514,1.0,2.996839922
2157,P14678,SNRPB,0.92766094,0.770198623,0.999966229,1.0,6.030962946
2158,P14780,MMP9,0.9587007,0.99996564,0.624077165,,2.038664174
2159,P14854,COX6B1,0.9739758,0.999999994,0.999999945,1.0,5.55325255
2160,P14866,HNRNPL,0.97379297,1.0,0.999999996,1.0,6.046342392
2161,P14868,DARS1,0.9755907,0.999997953,0.999987475,1.0,2.391390131
2162,P14902,IDO1,0.9027854,0.901405127,0.707728912,1.0,0.285038797
2163,P15036,ETS2,0.51640135,0.537247495,0.076382123,0.0,5.973351896
2164,P15056,BRAF,0.16755027,0.168541704,0.610374506,,1.190971049
2165,P15088,CPA3,0.49752378,0.524504293,0.0946734,0.0,0.010486289
2166,P15104,GLUL,0.7253735,0.550086558,0.696928686,,6.187471037
2167,P15121,AKR1B1,0.9748854,0.997152303,0.998252125,1.0,4.048118274
2168,P15144,ANPEP,0.5534558,0.306940823,0.816300916,1.0,4.776397585
2169,P15151,PVR,0.4935552,0.287920851,0.236377029,0.0,4.288531433
2170,P15153,RAC2,0.9755862,0.99999999,0.999942988,1.0,2.765370762
2171,P15170,GSPT1,0.9776408,0.99918748,0.901053696,1.0,4.267693061
2172,P15259,PGAM2,0.9753357,0.999999616,0.999993149,1.0,0.884255956
2173,P15289,ARSA,0.55459994,0.426410366,0.987019095,1.0,5.178041586
2174,P15291,B4GALT1,0.33346993,0.219026164,0.89639232,1.0,3.540948529
2175,P15309,ACP3,0.4609985,0.304019573,0.848866216,1.0,0.579889342
2176,P15311,EZR,0.9739758,0.999999816,0.999999908,1.0,4.999935817
2177,P15313,ATP6V1B1,0.97531635,0.999891704,0.969362793,1.0,0.0
2178,P15374,UCHL3,0.9780716,0.999849245,0.999969458,1.0,1.806031124
2179,P15408,FOSL2,0.40129572,0.278719667,0.167006886,0.0,5.618039794
2180,P15498,VAV1,0.5870354,0.2856738,0.466463036,,0.918595292
2181,P15531,NME1,0.9678972,0.999999349,0.999999679,1.0,5.002020467
2182,P15538,CYP11B1,0.28599235,0.13276501,0.084527548,0.0,0.0
2183,P15559,NQO1,0.9571917,0.925181027,0.83364268,1.0,5.343857944
2184,P15735,PHKG2,0.96865976,0.966359919,0.801753709,1.0,4.652594938
2185,P15812,CD1E,0.58563554,0.494581097,0.551118178,,0.836408422
2186,P15822,HIVEP1,0.6566087,0.764496721,0.531723511,,1.122000062
2187,P15848,ARSB,0.6884911,0.726885737,0.390942172,,0.417724013
2188,P15880,RPS2,0.9750813,0.999979554,0.999999992,1.0,9.353908942
2189,P15882,CHN1,0.9589693,0.939615584,0.280108993,0.0,0.022539274
2190,P15907,ST6GAL1,0.48065025,0.415132952,0.260108021,0.0,1.516380106
2191,P15918,RAG1,0.5481989,0.45686817,0.274513989,0.0,0.195020456
2192,P15924,DSP,0.51651865,0.221770309,0.823287341,1.0,4.296500919
2193,P15927,RPA2,0.97438204,0.999998086,0.917578867,1.0,2.542980714
2194,P15941,MUC1,0.7748002,0.822538247,0.948760935,1.0,7.458760379
2195,P15976,GATA1,0.28217277,0.130109043,0.232774079,0.0,0.0
2196,P16050,ALOX15,0.6371853,0.804313838,0.354268746,,0.259042756
2197,P16066,NPR1,0.51886284,0.477539006,0.300856868,,0.14309879
2198,P16070,CD44,0.96273535,0.999997581,0.999999982,1.0,4.106039472
2199,P16083,NQO2,0.9685912,0.999293312,0.662899329,,2.295090673
2200,P16104,H2AX,0.97365564,0.999992972,0.999999999,1.0,7.089449557
2201,P16109,SELP,0.7295656,0.782806986,0.246304477,0.0,0.024112879
2202,P16112,ACAN,0.32447982,0.238291493,0.360538911,,0.004665968
2203,P16118,PFKFB1,0.4600779,0.176806013,0.474129813,,0.083604523
